Nation,Product Id,Product Name,Category,Subcategory,Season,CUSTOMER_NATIONALITYIDS,Catalog,Color,Fabric,Fit,In Store,Origin,Sum of PRICE,Sum of PriceTot
Germany,76688285, Titans Rambler Colster,Drinkware,,Basic Non-Seasonal,3,Gifts & Collectibles,Stainless Steel,"","",true,Imported,€ 191.60,€ 458.80
Germany,77026515, 27 oz. Water Bottle,Drinkware,,Basic Non-Seasonal,3,Gifts & Collectibles,Storm (grey),"","",true,Imported,€ 17.33,€ 69.32
Germany,69526168,Sun  20 oz. Soft Touch Glass Bottle,Drinkware,,Basic Non-Seasonal,3,Gifts & Collectibles,Sun,"","",true,Imported,€ 40.75,€ 62.50
Germany,78788380, 17 oz. Swell Water Bottle,Drinkware,,Basic Non-Seasonal,3,Gifts & Collectibles,Teak,"","",true,Imported,€ 23.52,€ 117.60
Germany,79097145, 15 oz. Mug,Drinkware,,Basic Non-Seasonal,3,Gifts & Collectibles,White,"","",true,Imported,€ 31.55,€ 69.31
Germany,76917545,School of Journalism and Mass Communication -  11 oz. Mug,Drinkware,,Basic Non-Seasonal,3,Gifts & Collectibles,White,"","",true,Imported,€ 67.67,€ 212.25
Germany,79180119," School of Sustainability """"Change The World"""" 14 oz. Travel Mug",Drinkware,,Basic Non-Seasonal,3,Gifts & Collectibles,White,"","",true,Made in USA,€ 30.85,€ 112.57
Germany,85685051, Wood Cutting Board,Drinkware,,Basic Non-Seasonal,3,Gifts & Collectibles,Wood Grain,"","",true,Made in Canada,€ 296.80,€ 1010.80
Germany,21170541,Yellow  16 oz. Tumbler,Drinkware,,Basic Non-Seasonal,3,Gifts & Collectibles,Yellow,"","",true,Imported,€ 145.74,€ 569.52
Germany,78167636, Titans Headcover,Golf,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,Imported,€ 98.00,€ 312.20
Germany,78167625, Ball Marker Set,Golf,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 89.88,€ 253.68
Germany,78167609, Ball Market Hat Clip,Golf,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 10.44,€ 41.76
Germany,78167588, Driver Headcover,Golf,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 81.60,€ 260.70
Germany,78167601, Driver Headcover,Golf,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 74.40,€ 261.60
Germany,78167629, Golf Ball Set of 3,Golf,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 55.44,€ 155.76
Germany,78167592, Putter Cover,Golf,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 37.00,€ 91.00
Germany,78167597, Putter Cover,Golf,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 210.00,€ 637.00
Germany,85285509, Golf Tee,Golf,,Basic Non-Seasonal,3,Gifts & Collectibles,Black,"","",true,Imported,€ 31.08,€ 88.98
Germany,78167617," Microfiber 19 """" x 41 """"Towel",Golf,,Basic Non-Seasonal,3,Gifts & Collectibles,Grey,"","",true,Imported,€ 91.75,€ 308.00
Germany,78482926, Swim Team Cap,Golf,,Basic Non-Seasonal,3,Gifts & Collectibles,Maroon,"","",true,Imported,€ 28.57,€ 118.82
Germany,72329812," 25"""" Swivel Bar Stool",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 477.40,€ 1262.80
Germany,72329834," 25"""" Swivel Bar Stool",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 379.20,€ 1137.60
Germany,78688557,"Hudson U 18"""" x 18"""" Carpet Tiles",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 1903.20,€ 6318.00
Germany,78688414,Hudson U 4'x6' Rug,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 228.00,€ 456.00
Germany,78688479,Hudson U 4'x6' Rug,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 1412.00,€ 5168.00
Germany,78688417,Hudson U 5'x8' Rug,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 2784.00,€ 9834.00
Germany,78688483,Hudson U 5'x8' Rug,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 1209.00,€ 4422.00
Germany,78688499,Hudson U 8'x10' Rug,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 697.50,€ 2088.00
Germany,78688532,Hudson U 8'x10' Rug,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 1368.00,€ 3964.50
Germany,78688401,"Hudson U All-Star Mat 33.75"""" x 42.5""""",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 151.80,€ 658.90
Germany,78688464,"Hudson U Baseball Mat 27"""" diameter",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 69.63,€ 204.60
Germany,78688508,"Hudson U Basketball Court Runner 30"""" x 72""""",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 442.50,€ 1772.25
Germany,78688467,"Hudson U Basketball Mat 27"""" diameter",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 188.10,€ 528.66
Germany,78688431,"Hudson U Door Mat 19.5"""" x 31.25""""",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 16.83,€ 50.49
Germany,78688522,"Hudson U Drink Mat 3.25"""" x 24""""",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 206.25,€ 692.00
Germany,78688441,Hudson U Get a Grip 2 Pack,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 56.16,€ 190.32
Germany,78688519,"Hudson U Golf Hitting Mat 20"""" x 17""""",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 64.00,€ 227.00
Germany,78688502,"Hudson U Grill Mat 26"""" x 42""""",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 20.00,€ 40.00
Germany,78688489,"Hudson U Man Cave All-Star Mat 33.75"""" x 42.5""""",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 117.15,€ 431.20
Germany,78688563,"Hudson U Man Cave All-Star Mat 33.75"""" x 42.5""""",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 282.70,€ 780.45
Germany,78688541,Hudson U Mascot Mat,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 150.00,€ 630.00
Germany,78688447,"Hudson U Motorcycle Mat 82.5"""" x 42""""",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 1002.00,€ 3546.00
Germany,78688421,"Hudson U Putting Green Mat 18"""" x 72""""",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 148.50,€ 249.75
Germany,78688548,"Hudson U Putting Green Mat 18"""" x 72""""",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 106.65,€ 360.90
Germany,78688551,"Hudson U Rink Runner 30"""" x 72""""",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 333.00,€ 624.00
Germany,78688512,"Hudson U Runner 30"""" x 72""""",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 157.50,€ 157.50
Germany,78688535,"Hudson U Scraper Mat 19"""" x 30"""" - Ball",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 98.50,€ 232.50
Germany,78688529,"Hudson U Scraper Mat 19"""" x 30"""" - Camo",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 98.00,€ 378.00
Germany,78688538,"Hudson U Scraper Mat 19"""" x 30"""" - Camo",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 436.00,€ 1034.00
Germany,78688473,"Hudson U Soccer Ball 27"""" diameter",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 81.84,€ 117.48
Germany,78688407,"Hudson U Starter Rug 19"""" x 30""""",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 130.20,€ 386.70
Germany,78688450,"Hudson U Starter Rug 19"""" x 30""""",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 168.90,€ 786.90
Germany,78688505,"Hudson U Uniform Starter Rug 19"""" x 30""""",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,"",€ 79.80,€ 122.70
Germany,78724315, 20 x 20 in. Pillow,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,Made in USA,€ 921.20,€ 3906.28
Germany,72329826," 25"""" Swivel Bar Stool",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,"",€ 980.00,€ 2542.40
Germany,72329838," 25"""" Swivel Bar Stool",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,"",€ 367.78,€ 1471.12
Germany,72329816," 36"""" Pub Table",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,"",€ 2284.75,€ 5954.00
Germany,72329820," 36"""" Pub Table",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,"",€ 252.00,€ 252.00
Germany,73280046, Football Cutting Board with Knife,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,"",€ 501.72,€ 1746.28
Germany,73280044, Touchdown Football Cutting Board,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,"",€ 84.80,€ 289.60
Germany,60474855, Cheese Cutting Board & Tools Set,Home Decor,,DSV Direct Ship from Vendor,3,Gifts & Collectibles,"","","",true,"",€ 167.34,€ 669.36
Germany,69833063, Cutting Board & Tools Set,Home Decor,,DSV Direct Ship from Vendor,3,Gifts & Collectibles,"","","",true,"",€ 147.29,€ 427.36
Germany,73118284," 12"""" Golfer Gnome",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 82.46,€ 107.92
Germany,84752543," 14"""" x 14"""" Pillow",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 75.40,€ 286.00
Germany,86831724," 22"""" x 22"""" Pillow",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 89.20,€ 327.20
Germany,74581093," 14.5"""" Neon Clock",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 227.85,€ 911.40
Germany,78443810," 4"""" x 6"""" Standee Frame",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 42.66,€ 111.42
Germany,75988379, Embroidered Pillow,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 1209.60,€ 4162.56
Germany,78244966, Memory Foam Travel Pillow,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 71.75,€ 210.50
Germany,75988386, Titans Dish Towel,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 110.04,€ 279.51
Germany,79319067," Titans 16"""" x 15"""" Graduation Lawn Sign",Home Decor,,Graduation,3,Gifts & Collectibles,"","","",true,Made in USA,€ 94.94,€ 94.94
Germany,57451494, Trillium Desk Clock,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,Black,"","",true,Imported,€ 71.05,€ 309.75
Germany,77605885," 4""""x 6"""" Metal Frame",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,Burgundy,"","",true,Imported,€ 81.80,€ 270.80
Germany,78357247, 30 in. x 60 in. Beach Towel,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,Maroon,"","",false,Imported,€ 42.60,€ 171.60
Germany,84743922," Titans 4"""" x 6"""" Dreams Frame",Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,Maroon,"","",true,Made in USA,€ 162.76,€ 671.84
Germany,57451504, Desk Clock,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,Metal Trillium,"","",true,Imported,€ 56.96,€ 159.68
Germany,92056582, Desk Clock,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,Metal Trillium,"","",true,Imported,€ 77.12,€ 199.04
Germany,69492615,Natural  4 in. x 6 in. Frame,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,Natural,"","",true,Made in USA,€ 42.56,€ 212.80
Germany,77327935, Clock,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,Oak,"","",true,Made in USA,€ 347.50,€ 1390.00
Germany,87944842, Slate Serving Tray,Home Decor,,Basic Non-Seasonal,3,Gifts & Collectibles,Slate,"","",true,Made in USA,€ 167.10,€ 577.80
Germany,78717929, Titans Plush Animal,Kids & Baby,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,Imported,€ 61.60,€ 218.24
Germany,75778000, Bear Plush,Kids & Baby,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 180.88,€ 527.24
Germany,79916682, Plush,Kids & Baby,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 86.58,€ 346.06
Germany,78021968, Plush Animal,Kids & Baby,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 35.84,€ 82.88
Germany,78788398, Plush Animal,Kids & Baby,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 12.96,€ 25.92
Germany,78488269," Titans Tokyodachi 7"""" Plush",Kids & Baby,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 70.60,€ 257.80
Germany,78788378," 10"""" Graduation Bear",Kids & Baby,,Basic Non-Seasonal,3,Gifts & Collectibles,Cream,"","",true,Imported,€ 56.88,€ 196.80
Germany,77026509," 9.5"""" Golden Retriever Plush Toy",Kids & Baby,,Basic Non-Seasonal,3,Gifts & Collectibles,Maroon,"","",true,Imported,€ 48.42,€ 185.94
Germany,77026513," Titans 9.5"""" Beagle Plush Toy",Kids & Baby,,Basic Non-Seasonal,3,Gifts & Collectibles,Maroon,"","",true,Imported,€ 30.96,€ 74.70
Germany,77026511," Titans 9.5"""" Schnauzer Plush Toy",Kids & Baby,,Basic Non-Seasonal,3,Gifts & Collectibles,Maroon,"","",true,Imported,€ 75.60,€ 230.94
Germany,84744980," 11"""" Plush Toy",Kids & Baby,,Basic Non-Seasonal,3,Gifts & Collectibles,Maroon/Gold,"","",true,Imported,€ 93.84,€ 268.32
Germany,78010621, 10 in. Plush Bear,Kids & Baby,,Basic Non-Seasonal,3,Gifts & Collectibles,Tan Bear,"","",true,Imported,€ 36.90,€ 139.50
Germany,78724323, Pouch,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",false,Made in USA,€ 36.00,€ 162.00
Germany,73787389," 5""""x7"""" Postcard",Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,"",€ 3.26,€ 13.60
Germany,72637816, Javelin Pen,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 53.83,€ 120.40
Germany,78149980, Rollerball Pen,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 64.32,€ 132.48
Germany,73751566, Titans Luggage Tag,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 8.44,€ 21.54
Germany,73787387, 5 x 7 Postcard,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 4.91,€ 17.13
Germany,73422093," 5""""x7"""" Postcard",Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 5.15,€ 23.47
Germany,73787385," 5""""x7"""" Postcard",Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 3.88,€ 7.71
Germany,84743521, 50 Sheet 2.75 in. x 8.5 in. To Do Note Pad,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 11.24,€ 36.99
Germany,73787383, Postcard,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 5.55,€ 19.05
Germany,77512440, Pouch,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 44.73,€ 178.92
Germany,78788419, Pilot Pen,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,Black,"","",false,Imported,€ 5.93,€ 23.57
Germany,77906377, 13 in. x 21 in. Moleskin,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,Black,"","",true,Imported,€ 141.75,€ 422.25
Germany,78150311, Meeting Folder,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,Black,"","",true,Imported,€ 640.90,€ 1742.90
Germany,63784338,Black  #2 Round Pencil,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,Black,"","",true,Imported,€ 3.40,€ 14.24
Germany,92057042, Javelin Pen,Office & Travel,,Spring,3,Gifts & Collectibles,Black,"","",true,Imported,€ 39.20,€ 126.76
Germany,78807887, Business Card Holder,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,Brass,"","",true,Imported,€ 56.70,€ 106.20
Germany,78758411, Pilot Pen,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,Burgundy,"","",false,Imported,€ 6.96,€ 8.55
Germany,84744300, #2 Pencil - 10 Count,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,Burgundy,"","",true,Imported,€ 24.88,€ 95.95
Germany,73223422, 10 Count #2 Pencils,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,Burgundy,"","",true,Imported,€ 5.49,€ 16.47
Germany,92057041, Ballpoint Pen,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,Burgundy,"","",true,Imported,€ 27.44,€ 93.05
Germany,87380633, Pen & Pencil Set,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,Burgundy,"","",true,Imported,€ 122.04,€ 328.32
Germany,94600139, Pen Javelin,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,Burgundy,"","",true,Imported,€ 40.69,€ 155.69
Germany,92056584, Rubber Stylus Pen,Office & Travel,,Spring,3,Gifts & Collectibles,Burgundy,"","",true,Imported,€ 13.26,€ 53.04
Germany,84744194, Bic Clic Pen,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,Burgundy,"","",true,Made in USA,€ 6.90,€ 25.17
Germany,76269743, Titans Business Card Holder,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,Grey,"","",true,Imported,€ 201.60,€ 604.48
Germany,78149990, Letter Opener,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,Matte Silver,"","",true,Imported,€ 7.92,€ 15.84
Germany,57451506, 5-Piece Deskset,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,Metal Trillium,"","",true,Imported,€ 118.80,€ 519.12
Germany,75102287," 1.5"""" Foil Emblem",Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,Metallic Gold,"","",true,Made in USA,€ 9.60,€ 38.40
Germany,73223424, Coronado Ballpoint Pen,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,Silver,"","",true,Imported,€ 10.33,€ 37.93
Germany,39078604,White  Orbiter Pen,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,White,"","",true,Imported,€ 4.60,€ 16.76
Germany,77026475, Notecards 10-Pack,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,White,"","",true,Made in USA,€ 66.40,€ 224.32
Germany,77026477, Thank You Notecards 10-Pack,Office & Travel,,Basic Non-Seasonal,3,Gifts & Collectibles,White,"","",true,Made in USA,€ 66.56,€ 146.72
Germany,73793563, 12 in. Santa,Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 93.48,€ 265.62
Germany,72723140," 12"""" Collegiate Santa",Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 103.36,€ 413.44
Germany,79228975, Drummer Nutcracker,Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 35.35,€ 35.35
Germany,78222234, Ornament Nutcracker,Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 66.24,€ 131.52
Germany,78350952, Round Ornament,Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 55.92,€ 174.96
Germany,79228977, Titans Nutcracker Ornament,Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 15.84,€ 15.84
Germany,77061125, Tree Ornament,Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 31.80,€ 95.40
Germany,84745183, 3 in. x 4in. Ornament,Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 75.77,€ 241.86
Germany,78554738, Ball Ornament,Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 111.32,€ 350.68
Germany,77061123, Holiday Greeting Cards 10-Pack,Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 33.31,€ 128.65
Germany,78554736, Pitchfork Ornament,Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 124.08,€ 496.32
Germany,73182825, Sparkle Ornament Ball,Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 62.26,€ 209.84
Germany,78554732, Titans Ball Ornament,Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 205.92,€ 782.32
Germany,79228973, Titans Nutcracker Ornament,Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 70.38,€ 212.94
Germany,73782635, 10-Pack Balloon,Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,Burgundy,"","",true,Made in USA,€ 24.04,€ 78.31
Germany,73223427, Ornament Ball,Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,Burgundy,"","",true,Made in USA,€ 14.22,€ 28.44
Germany,77244352, Schoool of Global Management Ball Ornament,Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,Navy,"","",true,Made in USA,€ 12.07,€ 36.21
Germany,77327897, Sled Ornament,Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,Red,"","",true,"",€ 77.04,€ 234.72
Germany,77405498, Bell Ornament,Ornaments & Holiday,,Holiday,3,Gifts & Collectibles,Silver,"","",true,"",€ 97.00,€ 297.25
Germany,77262182, Snowman Ornament,Ornaments & Holiday,,Holiday,3,Gifts & Collectibles,Silver,"","",true,"",€ 86.75,€ 233.75
Germany,77262185, Tree Ornament,Ornaments & Holiday,,Holiday,3,Gifts & Collectibles,Silver,"","",true,"",€ 37.75,€ 96.75
Germany,78214743, Blown Glass Ornament,Ornaments & Holiday,,Basic Non-Seasonal,3,Gifts & Collectibles,White,"","",true,Made in USA,€ 108.24,€ 289.96
Germany,74911371, 6 FT Dog Leash,Pet Supplies,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 99.00,€ 264.66
Germany,74911373, Dog Collar,Pet Supplies,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 100.40,€ 434.60
Germany,77026507, Paw Magnet,Pet Supplies,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 96.90,€ 293.98
Germany,77026495, Titans Pet Bandanna,Pet Supplies,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 25.37,€ 61.79
Germany,74177941,1514B  Athletic Mesh Dog Jersey,Pet Supplies,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 28.48,€ 142.40
Germany,77026493, Ceramic Pet Bowl,Pet Supplies,,Basic Non-Seasonal,3,Gifts & Collectibles,Burgundy,"","",true,Made in USA,€ 104.52,€ 320.32
Germany,68723285, Titans Cat Collar,Pet Supplies,,Basic Non-Seasonal,3,Gifts & Collectibles,Maroon,"","",true,Made in USA,€ 46.20,€ 148.56
Germany,78788382, 3 in. Titans Patch,School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 28.75,€ 63.93
Germany,27135286," 3/4"""" Lanyard",School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 18.21,€ 38.91
Germany,78788372," 3/4"""" Lanyard",School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 50.24,€ 172.96
Germany,78788390, 6x6 Magnet,School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 23.91,€ 54.49
Germany,78175860, Deluxe Pad Holder,School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 135.00,€ 203.40
Germany,78010623, Plush Keychain,School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 36.88,€ 69.54
Germany,78080639, Plush Magnet,School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 55.94,€ 118.40
Germany,78149970, Titans Teardrop Keychain,School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 27.32,€ 87.32
Germany,74903026, Titans Wine Bottle Opener,School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 19.08,€ 72.50
Germany,78604583, Tokyodachi Keychain,School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Imported,€ 11.64,€ 34.92
Germany,77803158," 1"""" Lanyard",School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 15.93,€ 15.93
Germany,83724597, 3x3 Wood Magnet,School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 29.95,€ 95.34
Germany,74742400, Business School Lanyard with Card Dispenser,School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 16.11,€ 54.86
Germany,57451347, Card Guard Thumbnotch,School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 7.97,€ 12.19
Germany,87940348, Fullsize Sticker,School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 11.58,€ 19.05
Germany,87940352, Fullsize Sticker,School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 17.57,€ 50.24
Germany,91691425, Fullsize Sticker,School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 3.86,€ 7.72
Germany,87940790, Full-Size Sticker,School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 17.57,€ 65.29
Germany,87940800, Full-Size Sticker,School Accessories,,Basic Non-Seasonal,3,Gifts & Collectibles,"","","",true,Made in USA,€ 40.40,€ 156.80
